eng,nupe
Pharaoh led his people astray instead of leading them aright,Firauna cia jamaa yanuzhi kufi egbino baenio uma la bawu ndondo ya a
 O ye Children of Israel! We delivered you from your enemy and We made a Covenant with you on the right side of Mount Sinai and We sent down to you Manna and quails,Ya ye Bani Israilazhi! Hakika Yia ye gangwa be egun makiri ye yina ni Yi ma jin ye alkawali yan gungun be yeyin kansanta gwaalo yan pati Turisinaio Yima cin yangici yan manna be salwae be yaye
 Saying Eat of the good things We have provided for your sustenance but commit no excess therein lest My Wrath should justly descend on you and those on whom descends My Wrath do perish indeed!,E gi dagan mini eyan lilici nazhi Yi la yaye arzikinao ye mae ga gbin iyaka tu dan miniubo ma kacana ewunzhe mi gaa cin ta ye zaeni ndondo nama fushi Mi gaa cin ta na to hakika zawuncinajin hallaka 
But without doubt I am also He that forgives again and again to those who repent believe and do right who- in fine are ready to receive true guidance,Hakika ma Mi Etsu gafara Miyio ya zana ga tuba jin ucia imani jin uci lotun wangi-wangizhi gancin ucia kugikini ta eti ekpa bawuo nao
 When Moses was up on the Mount Allah said What made thee hasten in advance of thy people O Moses,Kiima la wyo ci din-ye cia jamaa yan wyozhi lugwao musa
He replied Behold they are close on my footsteps I hastened to thee O my Lord to please thee,Ugan Ngan atsoa gbami zunma be gbaani mima din-ye din be eba wyoe Tsoci ebo wyoojin yeda be mi yin
Allah said We have tested thy people in thy absence the Samiri has led them astrayUgan ,Hakika Yia jamaa yan wyozhi ma-cin le zunma-wyo bo samiriyu ma wyuna kufi egbino
 So Moses returned to his people in a state of indignation and sorrow He said O my people! did not your Lord make a handsome promise to you Did then the promise seem to you long in coming Or did ye desire that Wrath should descend from your Lord on you and so ye broke your promise to me,Musa ci kezhe dazhin eba jamaa yanuzhi be ewunzhee umaa nyin yangban uci gan Asa Tsoci ye Ujin ye alkawali nayi wangi naa Kashi lokaci naUda yaye na tsa lokpa fi ye yeo Kashi ye wawa gan ewunzhe yan Tsoci ye ulau cinu yaye ugala ye cia le alkawali mi bao
 They said We broke not the promise to thee as far as lay in our power but we were made to carry the weight of the ornaments of the whole people and we threw them into the fire and that was what the Samiri suggested,Acigan Ujin banbayi la yici le alkawali baa amaade ala kara zunubi la ta yi dagan mini kaaya ninpa yan jamaa yan Kibtiyyu zhio Yicia ku ce ya acinga gama Samiriyyu otso ce yan wyun ya mao
Then he brought out of the fire before the people the image of a calf It seemed to low so they said This is your god and the god of Moses but Moses has forgotten!,Ucia nanko gigi na yibe nakanena wa tinya yaa dagan mini enao uma fe ti wu aci gan Nana gayi Tsoci ye yeo to yan Musao amaade Musa a batan
Could they not see that it could not return them a word for answer and that it had no power either to harm them or to do them good,Ale ye lea kede nanko gigi sin-sanci wuncin wyune zhegana naa yina umade kagbo yan gwakan eyan gun koma yan lilabe alheri naa yina
Aaron had already before this said to them O my people! ye are being tested in this for verily your Lord is Allah Most Gracious so follow me and obey my command,Hakika ma Haruna ganyaa shidzo batso zhio uci gan Ya ye jamaa yan Mizhi! Hakika a maye ma cinle beuyin kawanyin hakika ma Soko AL-RAHMANU wyun gayi Tsoci ye yeo ebo acino yea emi tu mi ye mae laegba foro mi
They had said We will not abandon this cult but we will devote ourselves to it until Moses returns to us,Agan Yia pan yeshia yia fe jin bauta yau har sai Musao tso ga zhin cibe tsun yi
 Moses said O Aaron! what kept thee back when thou sawest them going wrong,Musa gan Wyo Haruna! Kii kan wyo yo kamina wyo lea yeagbin nao
 From following me Didst thou then disobey my order,Wyoci lami tumi be gan ya mi yina yano Kashi wyo a le foro mi le ba
Aaron replied O son of my mother! Seize me not by my beard nor by the hair of my head! Truly I feared lest thou shouldst say ´Thou has caused a division among the children of Israel and thou didst not respect my word!´,Haruna cigan Ya wyoe egi-nna-mi ga din mi nunkpa yin ma wyo mao ga la gwa sun mi etioma hakika mi fe sundan na wyoa gan-ganwyoa jamaa yan Bani Israila zhin gan kpere-kpere wyo ma lamitu egan miyina na
Moses said What then is thy case O Samiri,Musa cigan Kici mayi eza wyo yio Samiri
He replied I saw what they saw not so I took a handful of dust from the footprint of the Messenger and threw it into the calf thus did my soul suggest to me,Ugan Mile yandoci le ye na tso a leyea na Mici to jikanna dagan bici kinpa yan Tuci jibriluo miciu ce kpe nanko gigio Acinga gama yangbanmi pau nin fi mi yino
Moses said Get thee gone! but thy punishment in this life will be that thou wilt say ´touch me not´ and moreover for a future penalty thou hast a promise that will not fail Now look at thy god of whom thou hast become a devoted worshipper We will certainly melt it in a blazing fire and scatter it broadcast in the sea!,Musa ci gan To fe lo ammade edunfe izheo nakena yanna wyo afe gan na ugayi La mi sa sao mia ye lagwa toa mitso maa la to zandondoa wyo mayi be lokaci na a ceu lebaa na wyo mao cin kuti wyoe na wyo kanta cie wun nao le hakika yi gau danna gancin yi ci gaa ce ya gun eduo baenio
But the god of you all is the One Allah there is no god but He all things He comprehends in His knowledge,HakikaTsoci ye ugayi Soko Etsu na ade Tsoci ndocia sai wyun na kpikpeUma wuna gwo cia yandondo ma kezhe
 Thus do We relate to thee some stories of what happened before for We have sent thee a Message from Our own Presence,Acinga ga Yie gba labari mini labari yan nazhi shidzo na ya wyo yo Hakika ma Yi la sinsantu Alkuranu ya wyoe dagan eba Yibo
If any do turn away therefrom verily they will bear a burden on the Day of judgment,Zaeni ndondo na gau ce ci zunmao na hakika uga lefi nagbota na la Efo Alkiyami
 They will abide in this state and grievous will the burden be to them on that Day-A fi miniubo tutun yin bibi maajin tabbata ya zandondo nagala kara zunubi na,
The Day when the Trumpet will be sounded that Day We shall gather the sinful blear-eyed with terror,Efo na a be efe fi mini kafo na Yici ga lefi jincizhi san fo wuncin eyeazhi cia yi dzukan-yin
 In whispers will they consult each other Yet tarried not longer than ten DaysAcie swo eza ba tsakaniabo be dozhi acie gan gan Hakika ye fedun dan izhe boa sai de yan efo-guwo kawan yin,
We know best what they will say when their leader most eminent in conduct will say Ye tarried not longer than a day!,Hakika Yiga de kpikpe gano yan egan nazhie gan nao kamina zanazhi de yekpa gan miniabo na fe gan gan Hakika ye fedun izhe boa sai de yan foeni
They ask thee concerning the Mountains say My Lord will uproot them and scatter them as dust,Amae gbin wyo gan eti patizhio to gan-gan Tsoci mi gau ban ruku baenio
 He will leave them as plains smooth and level,Gancin uci gau ta cici parae
Nothing crooked or curved wilt thou see in their place,Wyoa le bandoci nagaa kan kotoe na yea wyo maale tutunti ndoci yea
On that Day will they follow the Caller straight no crookedness can they show him all sounds shall humble themselves in the Presence of Allah Most Gracious nothing shalt thou hear but the tramp of their feet as they march,Efo wuncin aga mitu zanae yia lo gungun yekan ba na ade zandondo naa pan ke eko lugwa naa be rezhi kpaata ma gaa ta daa kin ebo dansun Soko AL-RAHMANUI ade yanna wyoawo naa sai de bici nae la dazan na
On that Day shall no intercession avail except for those for whom permission has been granted by Allah Most Gracious and whose word is acceptable to Him,Fo wuncin gwatanajin anfania sai zana Soko AL-RAHMANU ga ya izini na Uci jin yeda yau gaU gan-gan na
 He knows what appears to His creatures as before or after or behind them but they shall not compass it with their knowledge,Soko de kpikpe yan nazhi fi yegboroa bo na to nazhi ke dan zunmaabo naama mau -- ba wo be kpikpe ndondo yina
All faces shall be humbled before Him - the Living the Self-Subsisting Eternal hopeless indeed will be the man that carries iniquity on his back,Fuskazhi kpaata maa gbazhizhi ya Soko Etsu rayi Etsu na gikini gbaugi na Hakika ma zandondo na ga la kara zwalunci na eyan la pa Soko baci na wyuna sunzunya
 But he who works deeds of righteousness and has faith will have no fear of harm nor of any curtailment of what is his due,Zaeni ndondo na ma gae lotun wangi-wangizhi na umayi mumini wangi na to wyuna de dansun yan lefi zandoci naa labe yan wyun naa umaa de dansun laadau naa keu yan naa
Thus have We sent this down - an arabic Qur´an - and explained therein in detail some of the warnings in order that they may fear Allah or that it may cause their remembrance of Him,Acinga ga ma Yicinubeo Alkuranu uyio be zhimi larabcii Yima la misalizhi be fi bo dokun yan ewun nazhi ebo de a sundan Soko ko ma alaafe eza sinsantu ci zhi
High above all is Allah the King the Truth! Be not in haste with the Qur´an before its revelation to thee is completed but say O my Lord! advance me in knowledge,Elatu kpaataajin tabbata ya Etsu na wun mulki gaskiya na wyo mao ga dinye be gbigba Alkuranui tun Yi laa gun wahayizhi mi be ya wyo yaa ma wyo mao feo gan gan Tsoci mi! Be mi kpikpe
We had already beforehand taken the covenant of Adam but he forgot and We found on his part no firm resolve,Hakika ma Yi jin alkawali be Adamui tun shidzo kafi ugi sun-sun yan cigban na ucia alkawali wuncin batan Yima tsunu zana de kagbo yangban naa
 We had already beforehand taken the covenant of Adam but he forgot and We found on his part no firm resolve,Hakika ma Yi jin alkawali be Adamui tun shidzo kafi ugi sun-sun yan cigban na ucia alkawali wuncin batan Yima tsunu zana de kagbo yangban naa
When We said to the angels Prostrate yourselves to Adam they prostrated themselves but not Iblis he refused,Wyo mao pa kamina Yi gan be malaika zhi gan Ejin sujada ya Adamu kpata cia sujada jin saide Iblisu wun cia navo
 Then We said O Adam! verily this is an enemy to thee and thy wife so let him not get you both out of the Garden so that thou art landed in misery,Gancin Yici gan To wyo Adamu! Hakika shetan nana makiri wyoe uyio to ya yinmi wyoe ebo acino ega lugwa ukue dzun tinya dagan mini Aljannao ma kacana egaajin wahala
There is therein enough provision for thee not to go hungry nor to go naked,Hakika wyoa gun madan dan miniuboa wyo maa za ya-vuna
 Nor to suffer from thirst nor from the sun´s heat,Nuwan maa wo wyoe dan miniu boa wyo maa wo banagun boa
But Satan whispered evil to him he said O Adam! shall I lead thee to the Tree of Eternity and to a kingdom that never decays,Shetan cia swo lou yangbano be wasiwaasi uci gan Ya wyoe Adamu! Kashi min-wu-wyo ba lo eba cigban sun-sun yan danbodan be yan mulki naa zoa na
In the result they both ate of the tree and so their nakedness appeared to them they began to sew together for their covering leaves from the Garden thus did Adam disobey his Lord and allow himself to be seduced,Zagubaa baa cia gi dagan mini cigban wuncino yavunazhi cia tula zhizhi yaa acife la fini yan Aljanna zhi kan yi taazhi Adama ma cia le Tsociu ba ucia jin wahala
 But his Lord chose him for His Grace He turned to him and gave him GuidanceGancin Tsoci u ci beu li Uci fa beuyin U ciu wuba,
He said Get ye down both of you- all together from the Garden with enmity one to another but if as is sure there comes to you Guidance from Me whosoever follows My Guidance will not lose his way nor fall into misery,Ugan E cin dagan miniubo za gubaa bae sashiezhi afe na sashi vo Ujin wo ma bawu ndoci wuna fe be yaye dagan eba Mibo to zana ga mitu bawu Mi na to hakika wyuna gbina umaajin wahalaa
 But whosoever turns away from My Message verily for him is a life narrowed down and We shall raise him up blind on the Day of Judgment,Zae ni ndondo nama ga zunma zheta pipa Mina hakika wyuna le izhe pinpinci Yima sanusan Efo Alkiyamii yebonci
 He will say O my Lord! why hast Thou raised me up blind while I had sight beforeUgan Tsoci! Kijin wyocia mi san yebonci yinnao alaalima mia fe zanae lebaye nao,
Allah will say Thus didst Thou when Our Signs came unto thee disregard them so wilt thou this day be disregarded,Ugan Acinga ga aya Yizhi fe be ya wyoe izhe bo wyo cia batano acinga ga aaba wyotso tan yin-nao
 And thus do We recompense him who transgresses beyond bounds and believes not in the Signs of his Lord and the Penalty of the Hereafter is far more grievous and more enduring,Acinga gama Yie la egagba ya zandondo naga rayuwau nyin-ya umajin imani be aya Tsoci u zhi yina nao Azaba yan Alkiyami ma tan gan umaa danbo gan
Is it not a warning to such men to call to mind how many generations before them We destroyed in whose haunts they now move Verily in this are Signs for men endued with understanding,Kashi to gbani ulaa latu ya aa kede Yijin alummazhi dokun nazhi fe dazan fi ezhia zhiona hallaka naa Hakika mini wuncino ayazhi danbo ya zanazhi gayi eza hankali zhi na
Had it not been for a Word that went forth before from thy Lord their punishment must necessarily have come but there is a Term appointed for respiteKaganujin ebo egan ndoci naashidzo dan eba Tsoci wyo boani naa be iyaaka na yi bibaci naa daa ugaazhe tiile na Yigaajin azabaa ni na,
Therefore be patient with what they say and celebrate constantly the praises of thy Lord before the rising of the sun and before its setting yea celebrate them for part of the hours of the night and at the sides of the day that thou mayest have spiritual joy,Ebo acino a hakuri jin be iri egan nazhi agae gan na wyo mao feo li Tsoci wyoe be jin jin yeboe yau kafi igidiu lau tinuya na be shidzo kafi igidiu lo mina to mini yeshio to kansan yan igidio u jin wo Sokoa ga wo be yanna wyoa jin yeda be yin-nae
